Id2,Total,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
250250001001,1416,94,0,0,0,0,10,6,0,0,0,181,0,6,30,40,316,100,20,51,25,453,41,18,25
250250001002,753,26,0,0,0,0,0,0,0,0,6,0,0,0,13,15,79,34,9,62,38,242,191,0,38
250250001003,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,0,0,10,10,163,128,30,11
250250001004,838,26,0,0,0,0,0,0,0,0,0,0,0,0,8,9,226,24,53,58,58,243,84,16,33
250250002011,890,22,0,0,0,0,0,0,0,0,0,26,0,0,0,0,162,22,13,37,28,438,89,31,22
250250002012,537,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,18,7,12,75,42,273,58,32,0
250250002013,999,13,0,0,0,0,19,0,15,12,0,11,0,13,13,55,82,19,29,116,16,365,185,12,24
250250002014,489,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,49,19,12,36,8,221,86,17,26
250250002021,897,28,0,0,0,0,0,0,6,0,0,0,0,4,62,0,60,12,63,153,39,315,143,12,0
250250002022,874,0,0,0,0,0,9,0,0,0,0,13,12,0,0,9,74,0,28,110,13,430,106,10,60
250250002023,616,38,0,0,0,0,0,0,6,0,0,0,57,0,5,12,92,25,6,34,36,116,139,0,50
250250002024,298,21,0,0,0,0,13,0,0,0,0,0,30,0,0,24,54,30,28,33,32,12,21,0,0
250250003011,489,20,0,0,0,0,0,9,35,0,0,0,0,0,0,0,99,0,0,40,13,224,29,20,0
250250003012,773,14,0,0,0,0,0,0,0,0,0,0,4,4,0,13,134,11,4,3,9,400,114,11,52
250250003013,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,21,0,130,124,24,0
250250003014,389,0,0,0,0,0,0,0,0,12,0,0,34,0,0,19,102,0,9,38,28,46,65,21,15
250250003021,1283,43,0,0,0,0,0,0,25,0,0,0,0,0,40,20,193,0,47,98,24,540,179,30,44
250250003022,1195,22,0,0,0,0,11,0,0,0,0,0,0,0,0,30,50,26,85,96,18,460,213,19,165
250250004011,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,16,526,169,31,0
250250004012,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,32,16,26,35,273,145,0,62
250250004013,759,26,0,0,0,0,0,0,0,0,0,0,0,0,0,53,44,0,21,147,33,256,131,32,16
250250004014,1752,116,0,0,0,0,0,0,52,104,0,108,40,98,0,15,211,37,15,121,16,410,205,112,92
250250004021,689,0,0,0,0,0,0,0,0,7,0,7,0,4,7,11,52,0,36,54,10,284,155,16,46
250250004022,702,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,67,0,43,3,18,316,160,22,56
250250004023,1093,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,141,0,12,65,24,463,301,0,72
250250005021,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,9,81,357,220,28,21
250250005022,571,0,0,0,0,0,0,0,0,0,0,0,8,0,12,18,36,25,30,12,27,157,184,28,34
250250005023,1056,10,0,0,0,0,1,0,0,0,0,0,0,0,2,0,78,32,41,75,30,431,190,60,106
250250005024,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
250250005031,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,9,49,19,274,157,8,25
250250005032,941,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,30,0,19,71,20,377,305,29,74
250250005041,946,0,0,0,21,0,0,0,0,0,0,0,0,0,7,37,114,36,0,74,84,281,107,110,75
250250005042,1064,25,0,0,0,0,0,0,0,0,0,37,0,34,0,0,12,0,23,54,0,512,218,48,101
250250005043,979,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,83,0,0,27,50,343,268,59,120
250250005044,497,0,0,0,0,32,0,0,0,0,22,0,0,21,0,0,74,36,80,27,0,129,43,0,33
250250006011,644,14,0,0,0,0,0,0,0,0,0,0,0,14,7,13,127,23,8,116,38,181,62,6,35
250250006012,974,56,0,0,0,0,0,25,0,0,0,0,0,0,0,16,78,0,0,45,39,442,174,41,58
250250006013,485,12,0,0,0,0,0,0,0,0,0,0,0,0,9,28,64,0,24,42,10,249,38,0,9
250250006014,741,17,0,0,0,0,0,0,0,7,0,16,0,0,0,18,105,29,33,54,20,283,83,49,27
250250006021,805,42,0,0,0,0,0,0,14,0,0,0,0,0,0,0,115,12,45,32,0,254,239,11,41
250250006022,585,0,0,0,0,0,0,0,0,0,0,21,6,16,0,15,50,22,0,31,14,290,95,20,5
250250006023,1058,35,0,0,0,0,24,0,0,0,0,0,0,0,124,0,141,29,106,115,113,159,162,33,17
250250007011,570,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,55,0,16,35,26,129,214,72,0
250250007012,244,0,0,0,0,0,2,0,0,0,0,1,0,5,0,18,21,0,34,25,0,115,15,0,8
250250007013,493,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,54,14,0,40,0,176,151,16,20
250250007014,545,0,0,0,0,0,0,0,0,20,0,0,0,17,0,0,72,19,0,36,53,109,174,13,32
250250007015,1334,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,23,13,0,102,0,702,336,99,38
250250007031,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,9,0,23,168,180,35,22
250250007032,492,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,7,0,7,30,17,219,138,46,16
250250007041,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,26,23,135,67,419,208,113,91
250250007042,544,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,0,46,43,21,260,60,18,70
250250007043,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,9,247,415,100,54
250250007044,739,0,0,0,0,0,0,0,0,0,0,9,0,8,0,58,76,37,0,126,10,265,100,47,3
250250008021,541,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,212,0,0,31,0,112,110,35,12
250250008022,1096,30,0,0,0,0,24,0,0,0,0,0,23,33,0,31,82,0,86,69,14,448,212,22,22
250250008023,421,1,0,0,0,0,0,0,0,35,9,30,0,39,27,0,60,0,0,29,28,64,89,10,0
250250008024,1222,33,0,0,0,23,0,0,0,7,0,0,0,10,45,59,269,26,35,98,78,353,158,16,12
250250008025,873,0,0,0,0,0,0,0,23,0,24,0,0,0,0,17,43,0,24,54,62,317,260,35,14
250250008031,2024,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,19,0,0,6,32,1286,382,243,49
250250008032,90,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,11,9,0,0,6,34,0,0
250250101031,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,38,8,158,141,27,33
250250101032,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20,13,0,0
250250101033,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,31,26,0,9
250250101041,963,0,0,0,0,0,17,0,0,0,0,0,0,0,16,0,15,0,2,63,8,351,275,154,62
250250101042,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,35,0,0,0,14,206,236,51,143
250250101043,635,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,62,0,10,19,240,65,63,52
250250102031,397,0,0,0,0,0,0,0,2,0,0,2,0,2,0,77,53,1,34,4,16,96,57,53,0
250250102032,1104,0,0,0,0,0,20,0,0,0,0,57,0,0,0,0,42,0,0,134,0,326,174,210,141
250250102033,1269,26,0,0,0,0,0,0,0,15,0,6,22,0,6,23,33,43,0,98,69,406,202,119,201
250250102034,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,138,83,8,32
250250102041,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,8,0,44,33,134,11
250250102042,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,232,56,66,110
250250102043,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,11,20,0,82,72,87,36
250250103001,180,4,0,0,0,0,0,5,0,4,0,0,0,0,0,0,51,24,0,24,0,42,22,0,4
250250103002,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,148,88,49,31
250250104031,682,12,0,0,0,0,0,0,0,0,0,0,6,0,39,48,88,84,2,61,31,121,134,43,13
250250104032,761,24,0,0,0,0,0,0,0,44,0,0,0,21,0,0,123,28,9,22,41,282,96,48,23
250250104033,729,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,21,35,18,104,142,242,137
250250104041,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,0,0,60,46,246,227,61,47
250250104042,198,0,0,0,0,0,0,0,0,0,0,22,0,0,7,0,9,40,10,5,0,17,56,16,16
250250104043,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,42,13,98,37,23,12
250250104051,230,13,0,0,0,0,0,0,0,0,0,0,0,8,19,0,36,26,4,17,15,60,25,7,0
250250104052,433,0,0,0,0,0,0,8,0,0,16,0,0,20,0,0,32,45,10,42,2,122,83,18,35
250250104053,482,12,0,0,0,0,19,14,0,3,0,24,25,17,5,40,44,6,12,56,26,147,20,6,6
250250104081,1107,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17,0,10,60,19,424,300,115,155
250250105001,376,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,26,0,147,126,31,30
250250105002,928,1,0,0,0,0,0,0,0,7,24,0,8,0,9,37,59,0,0,44,42,339,239,49,70
250250105003,823,0,0,0,0,0,23,9,0,0,0,0,0,0,0,62,96,0,7,8,64,330,164,60,0
250250106001,1852,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,10,107,50,714,464,251,149
250250106002,977,0,0,0,0,0,0,0,0,0,0,0,34,0,0,30,86,10,41,24,18,276,254,141,63
250250107011,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,235,221,102,63
250250107012,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,7,7,266,194,74,53
250250107013,618,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,0,6,16,34,334,115,38,27
250250107021,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,13,0,48,13,406,171,48,38
250250107022,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,5,33,273,100,47,60
250250107023,871,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,23,19,9,51,28,319,297,70,34
250250108011,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,67,17,153,128,98,24
250250108012,1052,0,0,0,0,0,0,0,0,0,0,11,0,2,1,2,42,2,0,38,43,352,365,131,63
250250108013,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,381,295,180,17
250250108021,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,6,11,28,405,256,80,67
250250108022,1220,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,28,12,0,36,10,427,342,258,92
250250108023,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,30,30,177,188,57,30
250250201011,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,16,0,176,167,126,114
250250201012,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,46,380,157,161,84
250250201013,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,57,48,573,334,186,56
250250201014,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,19,49,0,633,306,119,60
250250202001,1064,0,0,0,0,0,0,0,0,0,35,0,13,0,0,12,63,0,21,16,0,578,153,84,89
250250202002,982,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,75,18,409,176,139,133
250250202003,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,23,30,436,320,173,51
250250203011,295,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,90,0,1,28,9,58,31,42,8
250250203012,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,20,41,28,506,430,417,158
250250203021,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,13,354,213,161,34
250250203031,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,23,333,245,125,91
250250203032,976,0,0,0,0,0,0,0,0,2,22,14,39,37,65,7,127,101,27,63,8,186,127,104,47
250250203033,1319,8,0,0,0,0,0,0,0,0,0,0,31,38,0,0,44,60,23,239,43,302,282,181,68
250250301001,1209,0,0,0,0,0,0,0,0,0,0,0,10,0,0,40,67,11,18,0,8,762,186,81,26
250250301002,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,11,41,22,309,248,8,28
250250302001,1338,9,0,0,0,0,0,31,0,19,0,9,0,0,0,7,148,18,44,65,0,750,203,17,18
250250303001,1906,0,0,0,0,0,0,13,0,0,0,12,0,10,0,0,13,11,23,99,100,759,571,113,182
250250303002,1261,0,0,0,0,0,16,0,9,0,8,36,19,23,33,15,114,71,50,142,99,394,148,70,14
250250303003,766,0,0,0,0,0,0,0,0,0,7,0,0,15,14,41,53,26,62,115,15,257,68,25,68
250250303004,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,47,147,165,117,128
250250304001,1297,10,0,0,0,0,50,0,0,10,11,13,21,0,0,24,80,0,21,98,17,686,153,81,22
250250304002,1019,12,0,0,0,0,8,0,0,0,0,0,11,0,0,17,92,0,27,65,30,581,122,35,19
250250305001,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,0,0,33,12,199,152,59,17
250250305002,898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,8,53,13,517,185,54,37
250250305003,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,22,45,22,329,123,50,13
250250401001,931,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,101,39,35,90,0,396,124,88,48
250250401002,1193,0,0,0,0,11,0,0,0,0,11,0,0,19,0,0,43,9,57,79,8,623,209,76,48
250250402001,453,37,0,0,0,0,0,0,0,6,0,0,11,24,54,29,137,29,27,70,24,5,0,0,0
250250402002,778,0,0,0,0,0,0,0,0,0,0,0,11,12,0,4,110,0,13,44,5,301,148,88,42
250250403001,549,50,0,0,0,0,37,0,0,0,33,13,47,122,10,0,117,37,21,8,0,29,25,0,0
250250403002,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,39,9,42,20,10,553,243,116,28
250250403003,446,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,36,0,0,10,9,197,122,46,18
250250403004,611,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,53,10,7,12,0,319,139,52,10
250250403005,578,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,81,9,9,9,8,253,123,57,19
250250404011,1486,0,0,0,0,0,0,15,0,15,0,40,33,63,12,18,457,0,75,130,44,326,122,127,9
250250404012,599,0,0,0,0,0,10,0,0,0,0,0,7,8,0,0,45,0,0,34,42,235,146,41,31
250250406001,873,9,0,0,0,0,1,0,0,0,14,0,1,0,8,0,77,0,16,60,48,410,171,31,27
250250406002,1657,9,0,0,0,0,0,0,0,0,0,0,0,0,0,32,66,34,47,76,68,709,448,88,80
250250408011,684,53,0,0,0,0,0,33,0,82,0,0,0,0,100,13,178,42,79,61,32,11,0,0,0
250250408012,576,43,0,0,0,0,32,0,30,75,16,31,0,0,0,0,238,12,32,50,17,0,0,0,0
250250408013,2009,0,0,0,0,0,0,0,0,0,0,12,13,13,0,0,116,9,28,125,47,668,672,171,135
250250501011,1099,81,0,0,56,0,48,50,24,81,10,37,33,24,105,5,199,0,36,119,36,112,43,0,0
250250501012,1084,66,0,0,26,28,36,0,10,13,0,16,36,55,0,8,504,0,11,120,11,113,31,0,0
250250501013,1495,51,0,0,26,23,0,62,0,19,24,10,125,13,0,42,303,41,56,141,67,341,42,63,46
250250502001,1471,61,0,0,0,58,38,84,0,79,32,36,150,0,18,14,377,10,50,193,10,164,51,33,13
250250502002,990,177,0,0,0,0,9,13,0,35,0,0,10,0,57,24,241,52,37,100,37,158,40,0,0
250250502003,703,69,0,0,0,0,0,84,12,10,0,10,116,0,14,10,118,22,0,53,13,158,14,0,0
250250502004,886,43,0,0,15,0,23,57,24,27,12,31,112,76,41,41,235,0,32,28,29,60,0,0,0
250250503001,455,21,0,0,0,0,36,22,0,0,0,0,87,0,4,7,69,10,19,58,12,46,49,0,15
250250503002,1090,58,0,13,17,13,6,5,0,5,61,76,67,37,34,36,257,41,65,130,71,77,15,6,0
250250504001,435,0,0,0,0,5,0,0,11,0,12,0,7,0,0,0,101,12,0,61,16,149,14,42,5
250250504002,1573,43,0,15,0,14,0,95,63,34,20,65,56,15,48,10,468,29,52,118,34,224,124,6,40
250250505001,1649,31,0,13,13,0,10,0,56,78,27,41,192,48,30,32,432,38,19,111,62,240,146,23,7
250250506001,920,86,0,0,20,17,0,14,19,19,33,37,13,0,21,20,385,7,22,112,0,56,30,0,9
250250506002,775,64,0,17,6,0,0,35,120,0,26,26,41,0,31,0,81,0,8,19,37,177,70,17,0
250250507001,1666,108,0,0,0,30,27,33,237,118,18,0,49,80,50,33,518,52,21,60,27,137,50,0,18
250250507002,1129,174,0,0,0,0,0,0,62,10,49,42,61,0,0,57,350,20,22,54,17,124,80,7,0
250250507003,925,123,0,0,0,0,52,9,17,14,0,9,51,14,0,11,218,0,10,68,46,176,30,67,10
250250509011,1209,133,0,0,0,0,65,81,58,67,26,119,30,0,0,0,336,17,31,10,53,112,62,9,0
250250509012,1289,148,0,0,0,35,0,0,0,110,0,45,52,0,0,31,435,19,0,161,16,176,39,22,0
250250509013,653,11,0,0,0,0,71,0,74,66,43,49,16,0,13,0,176,0,0,56,8,46,12,0,12
250250510001,1461,46,0,0,0,0,8,0,0,0,31,24,0,0,16,20,635,21,61,172,114,191,113,8,1
250250510002,796,68,0,0,0,0,0,12,9,21,0,12,29,33,0,29,187,21,57,35,55,124,104,0,0
250250510003,912,0,0,0,0,0,13,0,0,70,38,0,31,0,24,0,397,15,15,61,96,91,61,0,0
250250511011,1520,17,0,0,0,0,16,40,0,87,36,136,57,0,0,18,509,50,17,114,0,317,93,0,13
250250511012,1501,0,0,0,0,51,31,0,48,31,0,57,0,26,51,0,531,46,58,174,0,244,118,35,0
250250511013,1332,41,0,0,0,48,0,0,83,48,41,0,0,31,0,0,552,37,124,89,0,143,42,53,0
250250511014,926,41,0,0,0,0,0,0,40,0,0,4,31,0,9,5,411,4,15,66,41,134,92,0,33
250250512001,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,77,36,0,19
250250512002,1321,44,0,0,0,26,17,0,17,0,0,36,27,39,39,49,454,96,28,55,81,233,56,0,24
250250512003,790,0,0,0,0,0,0,0,0,0,0,29,0,0,18,9,98,22,5,97,59,252,109,92,0
250250601011,883,11,0,0,0,0,0,0,0,0,0,0,0,0,24,16,76,16,0,54,43,474,162,7,0
250250601012,625,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,100,10,39,48,0,330,57,9,11
250250601013,876,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,65,0,37,50,49,353,271,33,7
250250601014,695,8,0,0,0,0,0,0,5,0,9,0,0,5,18,0,66,10,0,52,57,296,100,52,17
250250602001,812,0,0,0,0,0,0,0,0,0,0,0,0,18,0,47,119,1,6,40,51,348,135,35,12
250250602002,1163,35,0,0,0,0,0,0,6,0,20,0,0,13,14,30,173,5,30,115,57,476,156,27,6
250250603011,1192,0,0,0,0,0,12,0,9,0,0,10,0,0,11,9,244,0,10,85,0,524,231,22,25
250250603012,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,122,0,30,30,21,346,48,20,0
250250603013,1244,0,0,0,0,0,0,0,0,0,0,62,7,28,0,20,212,17,0,59,21,530,228,41,19
250250604001,1279,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,180,30,14,0,35,704,193,109,0
250250604002,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,11,1,39,152,524,178,0,70
250250604003,1106,0,0,0,0,0,0,0,0,0,0,13,0,0,0,10,156,17,0,130,11,700,41,13,15
250250604004,949,0,0,0,0,0,0,0,0,0,0,39,0,49,26,0,78,46,13,39,26,425,161,47,0
250250604005,790,0,0,0,0,0,0,0,0,0,6,0,0,30,5,30,164,30,9,74,54,333,23,9,23
250250605011,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,17,0,48,373,148,27,43
250250605012,905,0,0,0,0,0,0,0,0,0,9,0,0,0,14,8,76,32,0,47,75,486,98,12,48
250250605013,674,11,0,0,0,0,0,0,0,0,0,0,21,23,15,11,25,0,40,13,19,322,146,18,10
250250605014,663,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,46,15,0,94,40,324,88,8,24
250250605015,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,15,42,15,201,90,33,20
250250606001,2933,4,0,0,0,0,0,0,0,0,0,9,0,11,0,38,180,29,47,60,122,1483,627,158,165
250250607001,480,0,0,0,0,0,0,12,6,0,0,12,21,16,19,14,200,12,58,55,10,44,1,0,0
250250607002,955,73,0,0,0,31,12,25,64,12,16,57,49,62,40,17,222,46,40,85,49,51,0,0,4
250250608001,610,20,0,0,0,0,0,0,0,0,0,0,0,0,0,21,62,0,0,12,0,354,108,0,33
250250608002,762,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,140,41,0,89,1,288,185,0,0
250250608003,841,0,0,0,0,0,0,0,0,0,0,41,14,36,11,15,61,0,0,0,28,374,239,0,22
250250608004,1776,0,0,0,9,0,75,51,0,45,0,0,0,12,0,17,212,83,50,8,72,828,183,70,61
250250610001,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,218,19,15,167,50,507,171,0,11
250250610002,611,7,0,0,0,0,53,13,0,0,0,19,0,29,44,17,133,62,17,141,13,63,0,0,0
250250610003,400,12,0,0,0,0,0,0,21,0,0,0,0,10,22,10,102,52,28,53,42,48,0,0,0
250250611011,299,21,0,0,0,5,13,0,0,12,0,9,0,8,19,0,40,18,14,44,13,64,19,0,0
250250611012,980,69,0,0,8,8,7,5,49,17,17,34,31,73,19,17,257,142,27,88,34,73,5,0,0
250250612001,2336,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,105,0,9,272,63,864,652,218,146
250250612002,520,0,0,0,0,0,0,0,0,26,0,0,8,0,23,0,136,0,0,0,59,221,38,9,0
250250612003,857,1,0,0,0,0,0,0,0,0,0,106,0,0,15,0,109,0,1,19,59,364,112,27,44
250250701011,943,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,20,22,14,15,14,342,285,144,75
250250701012,341,46,0,0,0,0,0,0,0,0,0,19,0,0,0,0,155,0,0,0,16,0,21,84,0
250250701013,738,0,0,0,0,0,20,0,0,0,0,22,13,0,12,0,49,29,42,13,0,390,73,11,64
250250701014,892,25,0,19,0,0,0,24,0,0,0,0,0,21,0,0,0,0,38,11,0,284,244,171,55
250250701015,186,24,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,52,0,31,20,0,0
250250701016,424,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,15,0,0,0,0,103,127,69,61
