Id2,Total
2.50173E+11,377
2.50173E+11,757
2.50173E+11,276
2.50173E+11,1121
2.50173E+11,560
2.50173E+11,968
2.50173E+11,372
2.50173E+11,458
2.50173E+11,645
2.50173E+11,660
2.50173E+11,352
2.50173E+11,472
2.50173E+11,247
2.50173E+11,439
2.50173E+11,300
2.50173E+11,318
2.50173E+11,295
2.50173E+11,392
2.50173E+11,520
2.50173E+11,304
2.50173E+11,334
2.50173E+11,720
2.50173E+11,204
2.50173E+11,371
2.50173E+11,436
2.50173E+11,578
2.50173E+11,498
2.50173E+11,410
2.50173E+11,684
2.50173E+11,380
2.50173E+11,295
2.50173E+11,531
2.50173E+11,239
2.50173E+11,242
2.50173E+11,272
2.50173E+11,640
2.50173E+11,239
2.50173E+11,600
2.50173E+11,331
2.50173E+11,596
2.50173E+11,1113
2.50173E+11,609
2.50173E+11,340
2.50173E+11,271
2.50173E+11,411
2.50173E+11,379
2.50173E+11,339
2.50173E+11,477
2.50173E+11,450
2.50173E+11,1180
2.50173E+11,820
2.50173E+11,973
2.50173E+11,504
2.50173E+11,385
2.50173E+11,804
2.50173E+11,821
2.50173E+11,616
2.50173E+11,685
2.50173E+11,473
2.50173E+11,214
2.50173E+11,988
2.50173E+11,426
2.50173E+11,880
2.50173E+11,871
2.50173E+11,1023
2.50173E+11,372
2.50173E+11,363
2.50173E+11,1016
2.50174E+11,0
2.50174E+11,540
2.50174E+11,1000
2.50174E+11,1055
2.50174E+11,505
2.50174E+11,584
2.50174E+11,737
2.50174E+11,238
2.50174E+11,419
2.50174E+11,599
2.50174E+11,303
2.50174E+11,451
2.50174E+11,469
2.50174E+11,368
2.50174E+11,401
2.50174E+11,342
2.50174E+11,435
2.50174E+11,693
2.50174E+11,738
2.50174E+11,307
2.50174E+11,340
2.50174E+11,388
2.50174E+11,0
2.50174E+11,343
2.50174E+11,203
2.50174E+11,522
2.50174E+11,609
2.50174E+11,373
2.50174E+11,446
2.50174E+11,728
2.50174E+11,405
2.50174E+11,471
2.50174E+11,508
2.50174E+11,440
2.50174E+11,428
2.50174E+11,458
2.50174E+11,756
2.50174E+11,722
2.50174E+11,235
2.50174E+11,283
2.50174E+11,892
2.50174E+11,474
2.50174E+11,615
2.50174E+11,684
2.50174E+11,562
2.50174E+11,542
2.50174E+11,384
2.50174E+11,583
2.50174E+11,444
2.50174E+11,494
2.50174E+11,461
2.50174E+11,615
2.50174E+11,684
2.50174E+11,712
2.50174E+11,504
2.50174E+11,795
2.50174E+11,887
2.50174E+11,324
2.50174E+11,359
2.50174E+11,362
2.50174E+11,395
2.50174E+11,388
2.50174E+11,236
2.50174E+11,459
2.50174E+11,664
2.50174E+11,363
2.50174E+11,172
2.50174E+11,293
2.50174E+11,867
2.50174E+11,228
2.50174E+11,1272
2.50174E+11,808
2.50174E+11,696
2.50174E+11,1178
2.50174E+11,1171
2.50174E+11,1148
2.50174E+11,117
2.50174E+11,741
2.50174E+11,572
2.50174E+11,723
2.50174E+11,601
2.50174E+11,521
2.50174E+11,436
2.50174E+11,401
2.50174E+11,177
2.50174E+11,171
2.50174E+11,792
2.50174E+11,499
2.50174E+11,929
2.50174E+11,18
2.50174E+11,261
2.50174E+11,592
2.50174E+11,1207
2.50174E+11,602
2.50174E+11,422
2.50174E+11,14
2.50174E+11,302
2.50174E+11,0
2.50174E+11,724
2.50174E+11,575
2.50174E+11,513
2.50174E+11,541
2.50174E+11,738
2.50174E+11,566
2.50174E+11,588
2.50174E+11,767
2.50174E+11,638
2.50174E+11,692
2.50174E+11,232
2.50174E+11,359
2.50174E+11,351
2.50174E+11,321
2.50174E+11,204
2.50174E+11,545
2.50174E+11,634
2.50174E+11,0
2.50174E+11,224
2.50174E+11,387
2.50174E+11,480
2.50174E+11,830
2.50174E+11,1260
2.50174E+11,521
2.50174E+11,613
2.50174E+11,826
2.50174E+11,45
2.50174E+11,507
2.50174E+11,762
2.50174E+11,849
2.50174E+11,257
2.50174E+11,324
2.50174E+11,606
2.50174E+11,481
2.50174E+11,571
2.50174E+11,542
2.50174E+11,304
2.50174E+11,660
2.50174E+11,460
2.50174E+11,563
2.50174E+11,372
2.50174E+11,435
2.50174E+11,627
2.50174E+11,378
2.50174E+11,288
2.50174E+11,1056
2.50174E+11,364
2.50174E+11,658
2.50174E+11,755
2.50174E+11,636
2.50174E+11,618
2.50174E+11,449
2.50174E+11,580
2.50174E+11,529
2.50174E+11,1551
2.50174E+11,1099
2.50174E+11,343
2.50174E+11,710
2.50174E+11,457
2.50174E+11,394
2.50174E+11,619
2.50174E+11,389
2.50174E+11,550
2.50174E+11,458
2.50174E+11,318
2.50174E+11,262
2.50174E+11,448
2.50174E+11,345
2.50174E+11,228
2.50174E+11,682
2.50174E+11,350
2.50174E+11,219
2.50174E+11,273
2.50174E+11,427
2.50174E+11,281
2.50174E+11,479
2.50174E+11,375
2.50174E+11,557
2.50174E+11,1002
2.50174E+11,309
2.50174E+11,384
2.50174E+11,221
2.50174E+11,1186
2.50174E+11,435
2.50174E+11,229
2.50174E+11,260
2.50174E+11,875
2.50174E+11,258
2.50174E+11,313
2.50174E+11,317
2.50174E+11,523
2.50174E+11,540
2.50174E+11,772
2.50174E+11,459
2.50174E+11,298
2.50174E+11,474
2.50174E+11,507
2.50174E+11,416
2.50174E+11,994
2.50174E+11,201
2.50174E+11,248
2.50174E+11,356
2.50174E+11,384
2.50174E+11,297
2.50174E+11,682
2.50174E+11,374
2.50174E+11,373
2.50174E+11,357
2.50174E+11,290
2.50174E+11,225
2.50174E+11,274
2.50174E+11,301
2.50174E+11,503
2.50174E+11,552
2.50174E+11,295
2.50174E+11,292
2.50174E+11,381
2.50174E+11,227
2.50174E+11,299
2.50174E+11,371
2.50174E+11,472
2.50174E+11,628
2.50174E+11,438
2.50174E+11,363
2.50174E+11,460
2.50174E+11,509
2.50174E+11,352
2.50174E+11,321
2.50174E+11,401
2.50174E+11,322
2.50174E+11,370
2.50174E+11,568
2.50174E+11,546
2.50174E+11,444
2.50174E+11,1545
2.50174E+11,760
2.50174E+11,334
2.50174E+11,572
2.50174E+11,654
2.50174E+11,389
2.50174E+11,844
2.50174E+11,330
2.50174E+11,685
2.50174E+11,384
2.50174E+11,317
2.50174E+11,250
2.50174E+11,604
2.50174E+11,322
2.50174E+11,415
2.50174E+11,775
2.50174E+11,514
2.50174E+11,608
2.50174E+11,566
2.50174E+11,521
2.50174E+11,623
2.50174E+11,888
2.50174E+11,411
2.50174E+11,339
2.50174E+11,615
2.50174E+11,1113
2.50174E+11,270
2.50174E+11,557
2.50174E+11,306
2.50174E+11,397
2.50174E+11,610
2.50174E+11,742
2.50174E+11,462
2.50174E+11,524
2.50174E+11,612
2.50174E+11,626
2.50174E+11,309
2.50174E+11,921
2.50174E+11,394
2.50174E+11,1090
2.50174E+11,433
2.50174E+11,660
2.50174E+11,436
2.50174E+11,505
2.50174E+11,347
2.50174E+11,940
2.50174E+11,886
2.50174E+11,594
2.50174E+11,954
2.50174E+11,1283
2.50174E+11,888
2.50174E+11,417
2.50174E+11,1033
2.50174E+11,294
2.50174E+11,826
2.50174E+11,172
2.50174E+11,458
2.50174E+11,465
2.50174E+11,292
2.50174E+11,300
2.50174E+11,485
2.50174E+11,588
2.50174E+11,1036
2.50174E+11,630
2.50174E+11,762
2.50174E+11,699
2.50174E+11,641
2.50174E+11,298
2.50174E+11,465
2.50174E+11,537
2.50174E+11,666
2.50174E+11,903
2.50174E+11,560
2.50174E+11,745
2.50174E+11,433
2.50174E+11,360
2.50174E+11,500
2.50174E+11,835
2.50174E+11,409
2.50174E+11,408
2.50174E+11,298
2.50174E+11,406
2.50174E+11,358
2.50174E+11,448
2.50174E+11,394
2.50174E+11,993
2.50174E+11,325
2.50174E+11,870
2.50174E+11,777
2.50174E+11,399
2.50174E+11,330
2.50174E+11,374
2.50174E+11,283
2.50174E+11,407
2.50174E+11,338
2.50174E+11,423
2.50174E+11,530
2.50174E+11,283
2.50174E+11,345
2.50174E+11,302
2.50174E+11,344
2.50174E+11,339
2.50174E+11,1256
2.50174E+11,659
2.50174E+11,406
2.50174E+11,966
2.50174E+11,556
2.50174E+11,681
2.50174E+11,272
2.50174E+11,240
2.50174E+11,677
2.50174E+11,642
2.50174E+11,622
2.50174E+11,414
2.50174E+11,602
2.50174E+11,332
2.50174E+11,689
2.50174E+11,453
2.50174E+11,770
2.50174E+11,478
2.50174E+11,271
2.50174E+11,499
2.50174E+11,407
2.50174E+11,823
2.50174E+11,362
2.50174E+11,234
2.50174E+11,702
2.50174E+11,703
2.50174E+11,558
2.50174E+11,486
2.50174E+11,612
2.50174E+11,323
2.50174E+11,415
2.50174E+11,529
2.50174E+11,465
2.50174E+11,501
2.50174E+11,176
2.50174E+11,418
2.50174E+11,1393
2.50174E+11,262
2.50174E+11,966
2.50174E+11,428
2.50174E+11,263
2.50174E+11,599
2.50174E+11,289
2.50174E+11,341
2.50174E+11,256
2.50174E+11,770
2.50174E+11,413
2.50174E+11,551
2.50174E+11,717
2.50174E+11,749
2.50174E+11,930
2.50174E+11,681
2.50174E+11,901
2.50174E+11,493
2.50174E+11,1161
2.50174E+11,659
2.50174E+11,500
2.50174E+11,629
2.50174E+11,753
2.50174E+11,401
2.50174E+11,425
2.50174E+11,369
2.50174E+11,682
2.50174E+11,86
2.50174E+11,948
2.50174E+11,298
2.50174E+11,472
2.50174E+11,420
2.50174E+11,325
2.50174E+11,430
2.50174E+11,622
2.50174E+11,545
2.50174E+11,274
2.50174E+11,292
2.50174E+11,231
2.50174E+11,502
2.50174E+11,371
2.50174E+11,429
2.50174E+11,472
2.50174E+11,424
2.50174E+11,502
2.50174E+11,568
2.50174E+11,416
2.50174E+11,380
2.50174E+11,695
2.50174E+11,221
2.50174E+11,551
2.50174E+11,518
2.50174E+11,845
2.50174E+11,585
2.50174E+11,270
2.50174E+11,663
2.50174E+11,414
2.50174E+11,654
2.50174E+11,280
2.50174E+11,192
2.50174E+11,556
2.50174E+11,297
2.50174E+11,396
2.50174E+11,442
2.50174E+11,259
2.50174E+11,797
2.50174E+11,720
2.50174E+11,758
2.50174E+11,300
2.50174E+11,1091
2.50174E+11,726
2.50174E+11,517
2.50174E+11,332
2.50174E+11,590
2.50174E+11,674
2.50174E+11,491
2.50174E+11,950
2.50174E+11,621
2.50174E+11,480
2.50174E+11,422
2.50174E+11,677
2.50174E+11,501
2.50174E+11,439
2.50174E+11,508
2.50174E+11,360
2.50174E+11,530
2.50174E+11,307
2.50174E+11,355
2.50174E+11,719
2.50174E+11,346
2.50174E+11,273
2.50174E+11,563
2.50174E+11,270
2.50174E+11,328
2.50174E+11,281
2.50174E+11,674
2.50174E+11,447
2.50174E+11,527
2.50174E+11,360
2.50174E+11,1016
2.50174E+11,800
2.50174E+11,388
2.50174E+11,600
2.50174E+11,479
2.50174E+11,503
2.50174E+11,337
2.50174E+11,384
2.50174E+11,305
2.50174E+11,345
2.50174E+11,597
2.50174E+11,504
2.50174E+11,471
2.50174E+11,542
2.50174E+11,391
2.50174E+11,962
2.50174E+11,384
2.50174E+11,516
2.50174E+11,587
2.50174E+11,913
2.50174E+11,540
2.50174E+11,960
2.50174E+11,608
2.50174E+11,704
2.50174E+11,1173
2.50174E+11,663
2.50174E+11,610
2.50174E+11,218
2.50174E+11,494
2.50174E+11,494
2.50174E+11,677
2.50174E+11,789
2.50174E+11,601
2.50174E+11,851
2.50174E+11,1169
2.50174E+11,803
2.50174E+11,499
2.50174E+11,525
2.50174E+11,566
2.50174E+11,585
2.50174E+11,802
2.50174E+11,796
2.50174E+11,560
2.50174E+11,604
2.50174E+11,479
2.50174E+11,926
2.50174E+11,878
2.50174E+11,428
2.50174E+11,498
2.50174E+11,591
2.50174E+11,534
2.50174E+11,458
2.50174E+11,989
2.50174E+11,584
2.50174E+11,458
2.50174E+11,277
2.50174E+11,942
2.50174E+11,440
2.50174E+11,485
2.50174E+11,419
2.50174E+11,369
2.50174E+11,629
2.50174E+11,418
2.50174E+11,393
2.50174E+11,318
2.50174E+11,736
2.50174E+11,421
2.50174E+11,527
2.50174E+11,890
2.50174E+11,938
2.50174E+11,522
2.50174E+11,576
2.50174E+11,575
2.50174E+11,1330
2.50174E+11,296
2.50174E+11,1367
2.50174E+11,492
2.50174E+11,1472
2.50174E+11,613
2.50174E+11,727
2.50174E+11,353
2.50174E+11,1251
2.50174E+11,1050
2.50174E+11,335
2.50174E+11,582
2.50174E+11,359
2.50174E+11,692
2.50174E+11,499
2.50174E+11,372
2.50174E+11,301
2.50174E+11,594
2.50174E+11,303
2.50174E+11,1124
2.50174E+11,348
2.50174E+11,358
2.50174E+11,376
2.50174E+11,449
2.50174E+11,281
2.50174E+11,718
2.50174E+11,1022
2.50174E+11,553
2.50174E+11,776
2.50174E+11,494
2.50174E+11,1167
2.50174E+11,907
2.50174E+11,778
2.50174E+11,753
2.50174E+11,140
2.50174E+11,302
2.5018E+11,0
2.50214E+11,294
2.50214E+11,541
2.50214E+11,1059
2.50214E+11,657
2.50214E+11,659
2.50214E+11,1671
2.50214E+11,629
2.50214E+11,435
2.50214E+11,655
2.50214E+11,580
2.50214E+11,1053
2.50214E+11,1306
2.50214E+11,424
2.50214E+11,1197
2.50214E+11,628
2.50214E+11,668
2.50214E+11,592
2.50214E+11,1377
2.50214E+11,249
2.50214E+11,513
2.50214E+11,560
2.50214E+11,333
2.50214E+11,470
2.50214E+11,862
2.50214E+11,1290
2.50214E+11,974
2.50214E+11,293
2.50214E+11,733
2.50214E+11,310
2.50214E+11,274
2.50214E+11,750
2.50214E+11,632
2.50214E+11,387
2.50214E+11,578
2.50214E+11,554
2.50214E+11,427
2.50214E+11,841
2.50214E+11,744
2.50214E+11,282
2.50214E+11,366
2.50214E+11,307
2.50214E+11,556
2.50214E+11,325
2.50214E+11,491
2.50214E+11,374
2.50214E+11,539
2.50214E+11,391
2.50214E+11,454
2.50214E+11,323
2.50214E+11,478
2.50214E+11,770
2.50214E+11,544
2.50214E+11,249
2.50214E+11,266
2.50214E+11,318
2.50214E+11,195
2.50214E+11,1245
2.50214E+11,497
2.50214E+11,1276
2.50214E+11,204
2.50214E+11,401
2.50214E+11,244
2.50214E+11,446
2.50214E+11,361
2.50214E+11,356
2.50214E+11,281
2.50214E+11,372
2.50214E+11,388
2.50214E+11,679
2.50214E+11,512
2.50214E+11,461
2.50214E+11,608
2.50214E+11,279
2.50214E+11,601
2.50214E+11,1001
2.50214E+11,581
2.50214E+11,1001
2.50214E+11,682
2.50214E+11,428
2.50214E+11,350
2.50214E+11,385
2.50214E+11,311
2.50214E+11,295
2.50214E+11,387
2.50214E+11,543
2.50214E+11,403
2.50214E+11,400
2.50214E+11,398
2.50214E+11,328
2.50214E+11,408
2.50214E+11,429
2.50214E+11,290
2.50214E+11,657
2.50214E+11,296
2.50214E+11,427
2.50214E+11,567
2.50214E+11,226
2.50214E+11,281
2.50214E+11,354
2.50214E+11,376
2.50214E+11,329
2.50214E+11,980
2.50214E+11,533
2.50214E+11,270
2.50214E+11,1136
2.50214E+11,417
2.50214E+11,560
2.50214E+11,714
2.50214E+11,426
2.50214E+11,380
2.50214E+11,807
2.50214E+11,489
2.50214E+11,599
2.50214E+11,998
2.50214E+11,480
2.50214E+11,662
2.50214E+11,766
2.50214E+11,783
2.50214E+11,989
2.50214E+11,287
2.50214E+11,482
2.50214E+11,734
2.50214E+11,428
2.50214E+11,368
2.50214E+11,801
2.50214E+11,347
2.50214E+11,298
2.50214E+11,889
2.50214E+11,1009
2.50214E+11,248
2.50214E+11,1234
2.50214E+11,273
2.50214E+11,699
2.50214E+11,725
2.50214E+11,1120
2.50214E+11,333
2.50214E+11,513
2.50214E+11,236
2.50214E+11,458
2.50214E+11,933
2.50214E+11,611
2.50214E+11,591
2.50214E+11,781
2.50214E+11,607
2.50214E+11,522
2.50214E+11,583
2.50214E+11,1038
2.50214E+11,615
2.50214E+11,373
2.50214E+11,1009
2.50214E+11,513
2.50214E+11,566
2.50214E+11,337
2.50214E+11,589
2.50214E+11,497
2.50214E+11,872
2.50214E+11,376
2.50214E+11,775
2.50214E+11,399
2.50214E+11,663
2.50214E+11,912
2.50214E+11,554
2.50214E+11,362
2.50214E+11,294
2.50214E+11,675
2.50214E+11,563
2.50214E+11,340
2.50214E+11,383
2.50214E+11,563
2.50214E+11,440
2.50214E+11,522
2.50214E+11,610
2.50214E+11,510
2.50214E+11,1035
2.50214E+11,925
2.50214E+11,564
2.50214E+11,485
2.50214E+11,452
2.50214E+11,655
2.50214E+11,470
2.50214E+11,479
2.50214E+11,911
2.50214E+11,463
2.50214E+11,669
2.50214E+11,608
2.50214E+11,507
2.50214E+11,344
2.50214E+11,185
2.50214E+11,776
2.50214E+11,900
2.50214E+11,249
2.50214E+11,894
2.50214E+11,447
2.50214E+11,855
2.50214E+11,1142
2.50214E+11,427
2.50214E+11,463
2.50214E+11,559
2.50214E+11,1238
2.50214E+11,605
2.50214E+11,702
2.50214E+11,817
2.50214E+11,767
2.50214E+11,701
2.50214E+11,1371
2.50214E+11,1068
2.50214E+11,907
2.50214E+11,522
2.50214E+11,272
2.50214E+11,700
2.50214E+11,643
2.50214E+11,503
2.50214E+11,637
2.50214E+11,331
2.50214E+11,284
2.50214E+11,344
2.50214E+11,409
2.50214E+11,303
2.50214E+11,281
2.50214E+11,308
2.50214E+11,429
2.50214E+11,482
2.50214E+11,253
2.50214E+11,286
2.50214E+11,317
2.50214E+11,494
2.50214E+11,223
2.50214E+11,257
2.50214E+11,345
2.50214E+11,245
2.50214E+11,317
2.50214E+11,347
2.50214E+11,367
2.50214E+11,295
2.50214E+11,305
2.50214E+11,427
2.50214E+11,355
2.50214E+11,317
2.50214E+11,1264
2.50214E+11,355
2.50214E+11,383
2.50214E+11,376
2.50214E+11,439
2.50214E+11,302
2.50214E+11,228
2.50214E+11,1087
2.50214E+11,648
2.50214E+11,458
2.50214E+11,442
2.50214E+11,208
2.50214E+11,418
2.50214E+11,514
2.50214E+11,733
2.50214E+11,445
2.50214E+11,456
2.50214E+11,426
2.50214E+11,404
2.50214E+11,710
2.50214E+11,359
2.50214E+11,599
2.50214E+11,632
2.50214E+11,486
2.50214E+11,606
2.50214E+11,672
2.50214E+11,1106
2.50214E+11,759
2.50214E+11,519
2.50214E+11,991
2.50214E+11,789
2.50214E+11,297
2.50214E+11,463
2.50214E+11,384
2.50214E+11,317
2.50214E+11,415
2.50214E+11,466
2.50214E+11,329
2.50214E+11,814
2.50214E+11,676
2.50214E+11,660
2.50214E+11,660
2.50214E+11,1406
2.50214E+11,474
2.50214E+11,342
2.50214E+11,409
2.50214E+11,534
2.50214E+11,632
2.50214E+11,419
2.50214E+11,773
2.50214E+11,259
2.50214E+11,558
2.50214E+11,529
2.50214E+11,1131
2.50214E+11,1367
2.50214E+11,721
2.50214E+11,332
2.50214E+11,992
2.50214E+11,679
2.50214E+11,1532
2.50214E+11,263
2.50214E+11,462
2.50214E+11,1224
2.50214E+11,710
2.50214E+11,807
2.50214E+11,339
2.50214E+11,1001
2.50214E+11,755
2.50214E+11,536
2.50214E+11,673
2.50214E+11,312
2.50214E+11,954
2.50214E+11,442
2.50214E+11,205
2.50214E+11,335
2.50214E+11,572
2.50214E+11,230
2.50214E+11,406
2.50214E+11,378
2.50214E+11,338
2.50214E+11,386
2.50214E+11,586
2.50214E+11,324
2.50214E+11,780
2.50214E+11,911
2.50214E+11,546
2.50214E+11,839
2.50214E+11,649
2.50214E+11,650
2.50214E+11,1024
2.50214E+11,565
2.50214E+11,561
2.50214E+11,694
2.50214E+11,275
2.50214E+11,230
2.50214E+11,387
2.50214E+11,1273
2.50214E+11,969
2.50214E+11,298
2.50214E+11,1006
2.50214E+11,546
2.50214E+11,623
2.50214E+11,1574
2.50214E+11,388
2.50214E+11,600
2.50214E+11,1147
2.50214E+11,547
2.50214E+11,763
2.50214E+11,324
2.50214E+11,301
2.50214E+11,892
2.50214E+11,750
2.50214E+11,770
2.50214E+11,229
2.50214E+11,968
2.50214E+11,181
2.50214E+11,532
2.50214E+11,466
2.50214E+11,473
2.50214E+11,393
2.50214E+11,413
2.50214E+11,442
2.50214E+11,627
2.50214E+11,537
2.50214E+11,522
2.50214E+11,329
2.50214E+11,476
2.50214E+11,541
2.50214E+11,364
2.50214E+11,1147
2.50214E+11,518
2.50214E+11,522
2.50214E+11,596
2.50214E+11,507
2.50214E+11,579
2.50214E+11,1124
2.50214E+11,630
2.50214E+11,296
2.50214E+11,428
2.50214E+11,575
2.50214E+11,760
2.50214E+11,295
2.50214E+11,1454
2.50214E+11,650
2.50214E+11,1007
2.50214E+11,238
2.50214E+11,323
2.50214E+11,439
2.50214E+11,533
2.50214E+11,1022
2.50214E+11,367
2.50214E+11,391
2.50214E+11,496
2.50214E+11,358
2.50214E+11,544
2.50214E+11,289
2.50214E+11,281
2.50214E+11,256
2.50214E+11,579
2.50214E+11,399
2.50214E+11,370
2.50214E+11,247
2.50214E+11,847
2.50214E+11,442
2.50214E+11,299
2.50214E+11,269
2.50214E+11,548
2.50214E+11,705
2.50214E+11,238
2.50214E+11,791
2.50214E+11,599
2.50214E+11,592
2.50214E+11,694
2.50214E+11,1094
2.50214E+11,550
2.50214E+11,598
2.50214E+11,898
2.50214E+11,953
2.50214E+11,1052
2.50214E+11,423
2.50214E+11,704
2.50214E+11,1004
2.50214E+11,327
2.50214E+11,805
2.50214E+11,359
2.50214E+11,372
2.50214E+11,974
2.50214E+11,596
2.50214E+11,680
2.50214E+11,418
2.50214E+11,995
2.50214E+11,809
2.50214E+11,403
2.50214E+11,699
2.50214E+11,826
2.50214E+11,1316
2.50214E+11,733
2.50214E+11,590
2.50214E+11,718
2.50214E+11,749
2.50214E+11,962
2.50214E+11,650
2.50214E+11,791
2.50214E+11,929
2.50214E+11,1206
2.50214E+11,556
2.50214E+11,502
2.50214E+11,396
2.50215E+11,706
2.50215E+11,620
2.50215E+11,847
2.50215E+11,802
2.50215E+11,498
2.50215E+11,855
2.50215E+11,783
2.50215E+11,478
2.50215E+11,386
2.50215E+11,1163
2.50215E+11,678
2.50215E+11,312
2.50215E+11,409
2.50215E+11,596
2.50215E+11,553
2.50215E+11,322
2.50215E+11,412
2.50215E+11,879
2.50215E+11,337
2.50215E+11,442
2.50215E+11,412
2.50215E+11,474
2.50215E+11,438
2.50215E+11,420
2.50215E+11,342
2.50215E+11,725
2.50215E+11,474
2.50215E+11,226
